path,label
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00022.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_purple_medium_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000135.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00074.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00076.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00071.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_blue_small_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00099.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00067.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 909.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000100.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000126.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00021.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00085.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000137.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000121.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_teal_large_top_left.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00012.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000127.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00055.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000114.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_navy_large_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_dark_red_large_top_right.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00060.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_dark_red_medium_bottom_left.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00056.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00086.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 910.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00020.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00040.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000116.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_green_medium_top_left.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00091.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00023.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_purple_small_bottom_right.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_orange_large_top_right.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_black_medium_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00080.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_black_small_top_left.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_orange_medium_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00084.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000113.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000144.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000132.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_navy_medium_top_left.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00033.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_teal_small_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00028.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_navy_large_bottom_right.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000106.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_dark_red_small_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00030.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000125.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_blue_large_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000134.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000142.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000147.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_navy_medium_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00014.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_green_medium_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_orange_small_top_right.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_purple_large_top_left.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_dark_red_small_bottom_left.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_purple_large_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000131.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_teal_small_bottom_left.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00072.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00066.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_blue_medium_top_right.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_green_small_top_left.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00052.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_navy_small_top_left.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00029.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_green_small_center.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000138.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00058.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_blue_large_bottom_right.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000148.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_green_large_top_left.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000118.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/Slice 1278_purple_large_bottom_right.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_000128.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/a/a_00013.png,a
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00078.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00030.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_navy_small_top_left.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00088.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00086.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00012.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_purple_medium_center.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 915.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_000138.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_teal_small_top_left.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_000113.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_black_small_top_right.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00060.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_teal_small_top_right.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00050.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_000141.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00063.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00049.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00034.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00016.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_000147.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_black_large_top_right.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_000118.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00032.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_orange_small_bottom_left.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_navy_small_top_right.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_black_medium_bottom_left.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_000144.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_000148.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00087.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_navy_small_center.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_teal_medium_top_right.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_orange_small_center.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00028.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_000152.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_green_small_bottom_right.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_teal_medium_top_left.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_green_small_bottom_left.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00092.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_blue_medium_bottom_left.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00081.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_green_large_top_left.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_000116.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1748.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_000125.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_dark_red_small_center.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00079.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00082.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00055.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/Slice 1286_green_small_top_left.png,aa
/Users/anishdangol/Desktop/ranjana-app/model-details/ml/data/Dataset/aa/aa_00080.png,aa
